2.95675,9.08249
2.95668,9.07689
2.95654,9.06569
2.95647,9.06009
2.9564,9.05449
2.95633,9.04889
2.95619,9.03769
2.95612,9.03209
2.95605,9.02649
2.95598,9.02089
2.95591,9.01529
2.95577,9.00409
2.9557,8.99849
2.95563,8.99289
2.95549,8.98169
2.95542,8.9761
2.95535,8.9705
2.95528,8.9649
2.95514,8.9537
2.95507,8.9481
2.955,8.9425
2.95493,8.9369
2.95479,8.9257
2.95472,8.9201
2.95465,8.9145
2.95458,8.9089
2.95444,8.8977
2.95437,8.8921
2.9543,8.8865
2.95423,8.8809
2.95408,8.8697
2.95401,8.8641
2.95394,8.8585
2.95387,8.85291
2.95373,8.84171
2.95366,8.83611
2.95359,8.83051
2.95352,8.82491
2.95338,8.81371
2.95331,8.80811
2.95324,8.80251
2.95317,8.79691
2.95303,8.78571
2.95296,8.78011
2.95289,8.77451
2.95282,8.76891
2.95268,8.75771
2.95261,8.75211
2.95254,8.74651
2.95247,8.74091
2.95287,8.72276
2.95397,8.71025
2.9557,8.69781
2.95806,8.68547
2.9646,8.66123
2.96878,8.64939
2.97355,8.63777
2.9789,8.6264
2.98481,8.61532
2.99826,8.59411
3.00576,8.58404
3.01376,8.57436
3.03118,8.55627
3.04054,8.5479
3.05032,8.54001
3.06047,8.53262
3.07099,8.52575
3.09299,8.51364
3.10442,8.50843
3.11609,8.5038
3.14007,8.49633
3.15231,8.4935
3.16467,8.4913
3.17713,8.48971
3.20221,8.48843
3.21477,8.48874
3.22729,8.48967
3.23975,8.49124
3.25212,8.49342
3.27645,8.49965
3.28835,8.50367
3.30003,8.50828
3.32263,8.51923
3.33349,8.52555
3.34401,8.5324
3.35418,8.53977
3.37335,8.556
3.38229,8.56481
3.39079,8.57407
3.39881,8.58373
3.41334,8.60421
3.41981,8.61498
3.42574,8.62605
3.4311,8.63741
3.44008,8.66086
3.44368,8.67289
3.44667,8.68509
3.44904,8.69743
3.45191,8.72237
3.45241,8.73492
3.45227,8.74748
3.45221,8.75308
3.45208,8.76428
3.45202,8.76988
3.45196,8.77548
3.4519,8.78108
3.45178,8.79228
3.45171,8.79788
3.45165,8.80348
3.45159,8.80908
3.45147,8.82028
3.45141,8.82588
3.45135,8.83148
3.45128,8.83708
3.45116,8.84828
3.4511,8.85388
3.45104,8.85948
3.45098,8.86508
3.45085,8.87627
3.45079,8.88187
3.45073,8.88747
3.45067,8.89307
3.45055,8.90427
3.45048,8.90987
3.45042,8.91547
3.45036,8.92107
3.45024,8.93227
3.45018,8.93787
3.45012,8.94347
3.45005,8.94907
3.44993,8.96027
3.44987,8.96587
3.44981,8.97147
3.44975,8.97707
3.44962,8.98827
3.44956,8.99387
3.4495,8.99947
3.44944,9.00507
3.44932,9.01627
3.44926,9.02187
3.44919,9.02747
3.44913,9.03306
3.44901,9.04426
3.44895,9.04986
3.44889,9.05546
3.44882,9.06106
3.4487,9.07226
3.44864,9.07786
3.44858,9.08346
3.44852,9.08906
3.44846,9.09466
3.44839,9.08906
3.44825,9.07786
3.44817,9.07226
3.4481,9.06666
3.44803,9.06106
3.44789,9.04986
3.44782,9.04427
3.44775,9.03867
3.44768,9.03307
3.44754,9.02187
3.44747,9.01627
3.4474,9.01067
3.44733,9.00507
3.44719,8.99387
3.44712,8.98827
3.44705,8.98267
3.44698,8.97707
3.44684,8.96587
3.44677,8.96027
3.4467,8.95467
3.44663,8.94907
3.44649,8.93787
3.44642,8.93227
3.44635,8.92667
3.44628,8.92107
3.44614,8.90988
3.44607,8.90428
3.446,8.89868
3.44593,8.89308
3.44586,8.88748
3.44572,8.87628
3.44565,8.87068
3.44558,8.86508
3.44543,8.85388
3.44536,8.84828
3.44529,8.84268
3.44522,8.83708
3.44508,8.82588
3.44501,8.82028
3.44494,8.81468
3.44487,8.80908
3.44473,8.79788
3.44466,8.79228
3.44459,8.78669
3.44452,8.78109
3.44438,8.76989
3.44431,8.76429
3.44424,8.75869
3.44417,8.75309
3.44418,8.74121
3.44442,8.73493
3.44481,8.72867
3.44536,8.72241
3.44693,8.70995
3.44796,8.70375
3.44913,8.69758
3.45046,8.69145
3.45195,8.68535
3.45537,8.67326
3.45731,8.66729
3.4594,8.66137
3.46402,8.64969
3.46655,8.64394
3.46923,8.63826
3.47204,8.63264
3.47809,8.62164
3.48132,8.61625
3.48468,8.61095
3.48818,8.60573
3.49556,8.59557
3.49943,8.59063
3.50344,8.58579
3.50756,8.58105
3.51615,8.57189
3.52062,8.56748
3.52519,8.56318
3.52988,8.55899
3.53466,8.55493
3.54453,8.54716
3.54961,8.54347
3.55478,8.53991
3.56004,8.53647
3.57081,8.53
3.57631,8.52698
3.58189,8.52409
3.58753,8.52134
3.59902,8.51627
3.60486,8.51396
3.61076,8.51179
3.6167,8.50977
3.62874,8.50618
3.63482,8.50462
3.64094,8.5032
3.65327,8.50084
3.65948,8.49989
3.66571,8.4991
3.67196,8.49847
3.68449,8.49767
3.69077,8.49751
3.69705,8.4975
