5.3753,8.52206
5.40527,8.52525
5.46351,8.54054
5.49119,8.55249
5.51753,8.56715
5.54226,8.58438
5.56514,8.604
5.60444,8.64962
5.62046,8.67516
5.63384,8.70217
5.65217,8.75952
5.65692,8.78929
5.65867,8.81938
5.65739,8.8495
5.6531,8.87934
5.63567,8.93697
5.62271,8.96419
5.60708,8.98997
5.58895,9.01405
5.54592,9.05617
5.52146,9.07378
5.49535,9.08885
5.46787,9.10123
5.40987,9.11742
5.37995,9.12108
5.34982,9.12171
5.29011,9.11393
5.26114,9.10559
5.23316,9.09439
5.20644,9.08044
5.15786,9.04487
5.13648,9.02361
5.11735,9.00031
5.10065,8.97522
5.0752,8.92065
5.06671,8.89173
5.06116,8.8621
5.05861,8.83206
5.06258,8.77198
5.06906,8.74254
5.07846,8.7139
5.09069,8.68635
5.1231,8.6356
5.14296,8.61293
5.16499,8.59235
5.18897,8.57409
5.24181,8.54522
5.27014,8.53491
5.29935,8.52749
5.32916,8.52303
5.38938,8.52318
