4.65821,8.74873
4.65711,8.73622
4.65538,8.72378
4.65006,8.69923
4.64648,8.68719
4.6423,8.67535
4.63754,8.66373
4.62628,8.64128
4.61982,8.63051
4.61283,8.62007
4.60533,8.61
4.58885,8.59106
4.57991,8.58223
4.57055,8.57386
4.56077,8.56597
4.5401,8.55171
4.52925,8.54538
4.5181,8.5396
4.50667,8.53439
4.4831,8.52572
4.47102,8.52229
4.45879,8.51946
4.44642,8.51725
4.42144,8.51472
4.40888,8.51439
4.39633,8.5147
4.3838,8.51563
4.35897,8.51938
4.34673,8.52219
4.33464,8.5256
4.32274,8.52962
4.29962,8.53943
4.28846,8.54519
4.2776,8.5515
4.26708,8.55835
4.24712,8.5736
4.23774,8.58195
4.22879,8.59077
4.2203,8.60002
4.20476,8.61974
4.19775,8.63017
4.19128,8.64093
4.18535,8.652
4.1752,8.67497
4.171,8.68681
4.16741,8.69884
4.16442,8.71104
4.16029,8.73581
4.15917,8.74832
4.15868,8.76087
4.15882,8.77343
4.15897,8.78783
4.15905,8.79503
4.15913,8.80223
4.15921,8.80943
4.15937,8.82383
4.15945,8.83103
4.15953,8.83823
4.1596,8.84543
4.15976,8.85983
4.15984,8.86703
4.15992,8.87423
4.16,8.88143
4.16016,8.89583
4.16024,8.90303
4.16031,8.91023
4.16039,8.91742
4.16055,8.93182
4.16063,8.93902
4.16071,8.94622
4.16079,8.95342
4.16095,8.96782
4.16102,8.97502
4.1611,8.98222
4.16118,8.98942
4.16134,9.00382
4.16142,9.01102
4.1615,9.01822
4.16158,9.02542
4.16173,9.03982
4.16181,9.04702
4.16189,9.05422
4.16197,9.06142
4.16213,9.07582
4.16221,9.08301
4.16229,9.09021
4.16236,9.09741
4.16252,9.11181
4.1626,9.11901
4.16268,9.12621
4.16276,9.13341
4.16292,9.14781
4.163,9.15501
4.16307,9.16221
4.16315,9.16941
4.16331,9.18381
4.16339,9.19101
4.16347,9.19821
4.16355,9.20541
4.16371,9.21981
4.16378,9.22701
4.16393,9.21805
4.164,9.21357
4.16407,9.20909
4.16414,9.20461
4.16428,9.19565
4.16435,9.19117
4.16442,9.18669
4.16449,9.18221
4.16463,9.17325
4.1647,9.16877
4.16477,9.16429
4.16484,9.15981
4.16498,9.15086
4.16506,9.14638
4.16513,9.1419
4.1652,9.13742
4.16534,9.12846
4.16541,9.12398
4.16548,9.1195
4.16555,9.11502
4.16569,9.10606
4.16576,9.10158
4.16583,9.0971
4.1659,9.09262
4.16604,9.08366
4.16611,9.07918
4.16618,9.07471
4.16626,9.07023
4.1664,9.06127
4.16647,9.05679
4.16654,9.05231
4.16661,9.04783
4.16675,9.03887
4.16682,9.03439
4.16689,9.02991
4.16696,9.02543
4.1671,9.01647
4.16717,9.01199
4.16724,9.00751
4.16731,9.00303
4.16746,8.99408
4.16753,8.9896
4.1676,8.98512
4.16767,8.98064
4.16781,8.97168
4.16788,8.9672
4.16795,8.96272
4.16802,8.95824
4.16816,8.94928
4.16823,8.9448
4.16024,8.94457
4.15624,8.94445
4.15224,8.94434
4.14824,8.94422
4.14024,8.94399
4.13625,8.94387
4.13225,8.94375
4.12825,8.94364
4.12025,8.9434
4.11625,8.94329
4.11226,8.94317
4.10826,8.94305
4.10026,8.94282
4.09626,8.94271
4.09226,8.94259
4.08827,8.94247
4.08027,8.94224
4.07627,8.94212
4.07227,8.94201
4.06827,8.94189
4.06028,8.94166
4.05628,8.94154
4.05228,8.94142
4.04828,8.94131
4.04029,8.94107
4.03629,8.94096
4.03229,8.94084
4.02829,8.94073
4.02029,8.94049
4.0163,8.94038
4.0123,8.94026
4.0083,8.94014
4.0003,8.93991
3.9963,8.93979
3.99231,8.93968
3.98831,8.93956
3.98031,8.93933
3.97631,8.93921
3.97232,8.9391
3.96832,8.93898
3.96032,8.93875
3.95632,8.93863
3.95232,8.93851
3.94833,8.9384
3.94033,8.93816
3.93633,8.93805
3.93233,8.93793
3.92833,8.93781
3.92034,8.93758
3.91634,8.93747
3.92434,8.93751
3.93234,8.93755
3.94034,8.9376
3.94834,8.93764
3.96434,8.93773
3.97234,8.93778
3.98034,8.93782
3.98834,8.93787
4.00434,8.93796
4.01234,8.938
4.02034,8.93805
4.02834,8.93809
4.04434,8.93818
4.05234,8.93823
4.06034,8.93827
4.06834,8.93831
4.08434,8.9384
4.09234,8.93845
4.10034,8.93849
4.10834,8.93854
4.12434,8.93863
4.13234,8.93867
4.14034,8.93872
4.14834,8.93876
4.16434,8.93885
4.17234,8.9389
4.18034,8.93894
4.18833,8.93899
4.20433,8.93907
4.21233,8.93912
4.22033,8.93916
4.22833,8.93921
4.24433,8.9393
4.25233,8.93934
4.26033,8.93939
4.26833,8.93943
4.28433,8.93952
4.29233,8.93957
4.30033,8.93961
4.30833,8.93966
4.32433,8.93974
4.33233,8.93979
4.34033,8.93983
4.34833,8.93988
4.36433,8.93997
4.37233,8.94001
4.38033,8.94006
4.38833,8.9401
4.40433,8.94019
4.41233,8.94024
4.42033,8.94028
